StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
STM91314,2,24cp China: International Studies stream,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91314,China: International Studies stream,China: International Studies s,,,NA,0,Not Applicable,Stream,,,,,,10050,AC,ST,,,,$NAP
STM91315,2,24cp France: International Studies stream,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91315,France: International Studies stream,France: International Studies,,,NA,0,Not Applicable,Stream,,,,,,10050,AC,ST,,,,$NAP
STM91316,2,24cp Germany: International Studies stream,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91316,Germany: International Studies stream,Germany: International Studies,,,NA,0,Not Applicable,Stream,,,,,,10050,AC,ST,,,,$NAP
STM91317,2,24cp Italy: International Studies stream,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91317,Italy: International Studies stream,Italy: International Studies,,,NA,0,Not Applicable,Stream,,,,,,10050,AC,ST,,,,$NAP
STM91318,2,24cp Japan: International Studies stream,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91318,Japan: International Studies stream,Japan: International Studies s,,,NA,0,Not Applicable,Stream,,,,,,10050,AC,ST,,,,$NAP
STM91319,1,24cp Latin America: International Studies stream,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91319,Latin America: International Studies stream,Latin America: International S,,,NA,0,Not Applicable,Stream,,,,,,10050,AC,ST,,,,$NAP
STM91322,2,24cp Spain: International Studies stream,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91322,Spain: International Studies stream,Spain: International Studies s,,,NA,0,Not Applicable,Stream,,,,,,10050,AC,ST,,,,$NAP
STM91329,1,24cp English specialisation BA BEd,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91329,English specialisation,English specialisation,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91330,1,24cp Mathematics specialisation BA BEd,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91330,Mathematics specialisation,Mathematics specialisation,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91331,1,24cp Science and Technology specialisation BA BEd,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91331,Science and Technology specialisation,Science and Technology special,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91332,1,24cp Creative Arts specialisation BA BEd,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91332,Creative Arts specialisation,Creative Arts specialisation,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91333,1,114cp English stream BA BEd,Active,STM,Stream,114,0,0,0,G,Arts and Social Sciences,STM91333,English,English,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91334,2,114cp Mathematics stream BA BEd,Active,STM,Stream,114,0,0,0,G,Arts and Social Sciences,STM91334,Mathematics,Mathematics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91336,1,114cp Science stream BA BEd,Active,STM,Stream,114,0,0,0,G,Arts and Social Sciences,STM91336,Science stream,Science stm,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91337,2,114cp Science/Mathematics stream BA BEd,Active,STM,Stream,114,0,0,0,G,Arts and Social Sciences,STM91337,Science/Mathematics stream,Science/Mathematics stm,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91338,1,114cp Social Sciences stream BA BEd,Active,STM,Stream,114,0,0,0,G,Arts and Social Sciences,STM91338,Social Sciences stream,Social Sciences stm,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91339,1,24cp Core subjects (Education) BA BEd,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91339,Core subjects (Education),Core subjects (Education),,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91340,1,24cp Core subjects (Education) BEd BA,Active,STM,Stream,24,0,0,0,G,Arts and Social Sciences,STM91340,Core subjects (Education),Core subjects (Education),,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91341,1,78cp Key Learning Areas (International) BEd BA,Active,STM,Stream,78,0,0,0,G,Arts and Social Sciences,STM91341,Key Learning Areas (International),Key Learning Areas (Int),,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91342,2,132cp Core subjects (UG Architecture),Active,STM,Stream,132,0,0,0,A,"Design, Architecture and Building",STM91342,Core subjects (UG Architecture),Core subjects (UG Architecture,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91343,1,9cp Programming Languages stream (Business Analytics),Active,STM,Stream,9,0,0,0,B,Business,STM91343,Programming Languages stream (Business Analytics),Programming Languages,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91344,1,12cp Foundation in Business stream (Business Analytics),Active,STM,Stream,12,0,0,0,B,Business,STM91344,Foundation in Business stream (Business Analytics),Foundation in Business (Busine,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91345,1,12cp Foundation in IT stream (Business Analytics),Active,STM,Stream,12,0,0,0,B,Business,STM91345,Foundation in IT stream (Business Analytics),Foundation in IT stream (Busin,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91346,1,12cp Marketing Analytics stream (Business Analytics),Active,STM,Stream,12,0,0,0,B,Business,STM91346,Marketing Analytics stream (Business Analytics),12cp Marketing Analytics,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91347,1,12cp Financial Analytics stream (Business Analytics),Active,STM,Stream,12,0,0,0,B,Business,STM91347,Financial Analytics stream (Business Analytics),12cp Financial Analytics,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91348,1,12cp Business Services Analytics stream (Business Analytics),Active,STM,Stream,12,0,0,0,B,Business,STM91348,Business Services Analytics stream (Business Analytics),12cp Business Services,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91349,1,12cp Data Analytics stream (Business Analytics),Active,STM,Stream,12,0,0,0,B,Business,STM91349,Data Analytics stream (Business Analytics),12cp Data Analytics stream,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91350,2,12cp Software Development and Interaction Design stream  (Business Analytics),Active,STM,Stream,12,0,0,0,B,Business,STM91350,Software Development and Interaction Design stream  (Business Analytics),12cp Innovation stream,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91351,2,12cp Internet stream (Business Analytics),Active,STM,Stream,12,0,0,0,B,Business,STM91351,Internet stream (Business Analytics),12cp Internet stream,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91352,1,24cp Innovation stream (Business Analytics),Active,STM,Stream,24,0,0,0,B,Business,STM91352,Innovation stream (Business Analytics),24cp Innovation stream,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91353,1,High Performance Sport Level 1,Active,STM,Stream,18,0,0,0,J,Health,STM91353,High Performance Sport Level 1,High Performance Sport Level 1,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91354,1,High Performance Sport Level 2,Active,STM,Stream,18,0,0,0,J,Health,STM91354,High Performance Sport Level 2,High Performance Sport Level 2,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91355,1,High Performance Sport Level 3,Active,STM,Stream,18,0,0,0,J,Health,STM91355,High Performance Sport Level 3,High Performance Sport Level 3,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91356,2,Earth and Environmental Science,Active,STM,Stream,60,0,0,0,G,Arts and Social Sciences,STM91356,Earth and Environmental Science,Earth and Environmental Scienc,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91357,3,42cp High Performance Sport Diploma Core,Active,STM,Stream,42,0,0,0,J,Health,STM91357,High Performance Sport Diploma Core,High Performance Sport Diploma,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91358,1,High Performance Sport Masters Internship,Active,STM,Stream,12,0,0,0,J,Health,STM91358,High Performance Sport Masters Internship,High Performance Sport Masters,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91359,1,Earth and Environmental Science stream,Active,STM,Stream,12,0,0,0,G,Arts and Social Sciences,STM91359,Earth and Environmental Science stream,Earth and Environmental Scienc,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91360,1,High Performance Sport Masters Internship,Active,STM,Stream,12,0,0,0,J,Health,STM91360,High Performance Sport Masters Internship,High Performance Sport Masters,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91373,2,Information System Core,Active,STM,Stream,60,0,0,0,DL,"Information, Systems and Modelling",STM91373,Information System Core,Information System Core,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91377,1,Complex Systems Core,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91377,Complex Systems core,Complex Systems Core,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91378,1,Complex Systems Stream,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91378,Complex Systems stream,Complex Systems stream,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91379,1,18cp Core Subjects (Creative Intelligence and Strategic Innovation PG),Active,STM,Stream,18,0,0,0,C,TD School,STM91379,Core subjects (Creative Intelligence and Strategic Innovation PG),18cp Core Subjects,,,NA,0,Not Applicable,Stream,,,,,,10035,AC,ST,,,,$NAP
STM91379,1,18cp Core Subjects (Creative Intelligence and Strategic Innovation PG),Active,STM,Stream,18,0,0,0,C,Transdisciplinary Innovation,STM91379,Core subjects (Creative Intelligence and Strategic Innovation PG),18cp Core Subjects,,,NA,0,Not Applicable,Stream,,,,,,10035,AC,ST,,,,$NAP
STM91380,1,Key Enabling Methodologies Subjects MCISI,Active,STM,Stream,18,0,0,0,C,TD School,STM91380,Key Enabling Methodologies Subjects MCISI,KEM Subjects MCISI,,,NA,0,Not Applicable,Stream,,,,,,10035,AC,ST,,,,$NAP
STM91380,1,Key Enabling Methodologies Subjects MCISI,Active,STM,Stream,18,0,0,0,C,Transdisciplinary Innovation,STM91380,Key Enabling Methodologies Subjects MCISI,KEM Subjects MCISI,,,NA,0,Not Applicable,Stream,,,,,,10035,AC,ST,,,,$NAP
STM91381,1,Key Enabling Methodologies Subjects GDCISI,Active,STM,Stream,15,0,0,0,C,TD School,STM91381,Key Enabling Methodologies Subjects GDCISI,KEM Subjects GDCISI,,,NA,0,Not Applicable,Stream,,,,,,10035,AC,ST,,,,$NAP
STM91381,1,Key Enabling Methodologies Subjects GDCISI,Active,STM,Stream,15,0,0,0,C,Transdisciplinary Innovation,STM91381,Key Enabling Methodologies Subjects GDCISI,KEM Subjects GDCISI,,,NA,0,Not Applicable,Stream,,,,,,10035,AC,ST,,,,$NAP
STM91382,1,9cp Core Subjects (Creative Intelligence and Strategic Innovation) GCCISI,Active,STM,Stream,9,0,0,0,C,TD School,STM91382,Core subjects (Creative Intelligence and Strategic Innovation PG),9cp Core Subjects GCCISI,,,NA,0,Not Applicable,Stream,,,,,,10035,AC,ST,,,,$NAP
STM91382,1,9cp Core Subjects (Creative Intelligence and Strategic Innovation) GCCISI,Active,STM,Stream,9,0,0,0,C,Transdisciplinary Innovation,STM91382,Core subjects (Creative Intelligence and Strategic Innovation PG),9cp Core Subjects GCCISI,,,NA,0,Not Applicable,Stream,,,,,,10035,AC,ST,,,,$NAP
STM91383,1,Management Capstone Stream,Active,STM,Stream,12,0,0,0,B,Business,STM91383,Management Capstone stream,Management Capstone Stream,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91384,1,84cp Core subjects (Property Development and Planning) MPropDevPlan,Active,STM,Stream,84,0,0,0,A,"Design, Architecture and Building",STM91384,Core subjects (Property Development and Planning),Core subjects PropDevPlan,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91385,2,12cp Major Project Stream,Active,STM,Stream,12,0,0,0,A,"Design, Architecture and Building",STM91385,Major Project stream,Major Project stream,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91386,3,12cp Minor Project Stream,Active,STM,Stream,12,0,0,0,A,"Design, Architecture and Building",STM91386,Minor Project stream,Minor Project stream,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91387,1,24cp Core Studios stream,Active,STM,Stream,24,0,0,0,DP,Professional Practice and Leadership,STM91387,Core Studios stream,24cp Core Studios stream,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91388,2,Standard stream,Active,STM,Stream,24,0,0,0,W,Graduate School of Health,STM91388,Standard stream,Standard stream,,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91389,2,Advanced Medication Management stream,Active,STM,Stream,24,0,0,0,W,Graduate School of Health,STM91389,Advanced Medication Management stream,Advanced Medication Management,,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91390,1,72cp Early Career Management Stream,Active,STM,Stream,72,0,0,0,B,Business,STM91390,Early Career Management stream,Early Career Management stream,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91391,1,72cp Mid-Career Management Stream,Active,STM,Stream,72,0,0,0,B,Business,STM91391,Mid-Career Management stream,Mid-Career Management stream,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91392,1,48cp Early Career Management Stream,Active,STM,Stream,48,0,0,0,B,Business,STM91392,Early Career Management stream,48cp Early Career Management S,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91393,1,48cp Mid-Career Management Stream,Active,STM,Stream,48,0,0,0,B,Business,STM91393,Mid-career Management stream,48cp Mid-Career Management Str,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91394,1,24cp Early Career Management Stream,Active,STM,Stream,24,0,0,0,B,Business,STM91394,Early Career Management stream,24cp Early Career Management S,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91395,1,24cp Mid-Career Management Stream,Active,STM,Stream,24,0,0,0,B,Business,STM91395,Mid-career Management stream,24cp Mid-Career Management Str,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91396,1,Planning Foundation Stream,Active,STM,Stream,24,0,0,0,A,"Design, Architecture and Building",STM91396,Planning Foundation,Planning Foundation Stream,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91397,1,Advanced Nursing Core,Active,STM,Stream,12,0,0,0,J,Health,STM91397,Advanced Nursing core,Advanced Nursing Core,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91398,1,Anaesthetics and Post Anaesthetic Care Unit,Active,STM,Stream,12,0,0,0,J,Health,STM91398,Anaesthetics and Post Anaesthetic Care Unit,Anaesthetics and Post Anaesthe,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91399,1,Critical Care,Active,STM,Stream,12,0,0,0,J,Health,STM91399,Critical Care,Critical Care,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91400,1,Perioperative,Active,STM,Stream,12,0,0,0,J,Health,STM91400,Perioperative,Perioperative,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91401,1,Advanced Nursing,Active,STM,Stream,12,0,0,0,J,Health,STM91401,Advanced Nursing,Advanced Nursing,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91402,1,Postanaesthesia Care,Active,STM,Stream,12,0,0,0,J,Health,STM91402,Postanaesthesia Care,Postanaesthesia Care,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91403,1,Intraoperative Care,Active,STM,Stream,12,0,0,0,J,Health,STM91403,Intraoperative Care,Intraoperative Care,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91404,1,24cp Core Studios Stream,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91404,Core Studios stream,Core Studios Stream,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91405,1,48cp Technology and Communities-focused Stream,Active,STM,Stream,48,0,0,0,D,Engineering and Information Technology,STM91405,Technology and Communities-focused,Technology and Communities-foc,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91406,1,36cp Technology and Communities-focused Stream,Active,STM,Stream,36,0,0,0,D,Engineering and Information Technology,STM91406,Technology and Communities-focused,Technology and Communities-foc,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91407,1,18cp Technology and Communities-focused Stream,Active,STM,Stream,18,0,0,0,D,Engineering and Information Technology,STM91407,Technology and Communities-focused,Technology and Communities-foc,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91408,1,Visual Communication Stream (Honours),Active,STM,Stream,48,0,0,0,A,"Design, Architecture and Building",STM91408,Visual Communication stream (Honours),Visual Communication Stream (H,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91409,1,18cp Electrical Energy Systems stream (GDE),Active,STM,Stream,18,0,0,0,D,Engineering and Information Technology,STM91409,Electrical Energy Systems (GDE),Electrical Energy Systems (GDE,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91410,1,12cp Electrical Energy Systems stream (GC),Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91410,Electrical Energy Systems (GC),Electrical Energy Systems (GC),,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91411,1,12cp Electrical Energy Systems core,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91411,Electrical Energy Systems core,Electrical Energy Systems core,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91412,1,12cp Electrical Energy Systems core,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91412,Electrical Energy Systems core,Electrical Energy Systems core,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91413,1,36cp Electrical and Electronic Engineering studio stream,Active,STM,Stream,36,0,0,0,D,Engineering and Information Technology,STM91413,Electrical and Electronic Engineering studio stream,Electrical and Electronic Engi,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91414,2,24cp Electrical and Electronic Engineering specialist stream,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91414,Electrical and Electronic Engineering specialist stream,Electrical and Electronic Engi,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91415,1,18cp Genomics and Bioinformatics stream,Active,STM,Stream,18,0,0,0,D,Engineering and Information Technology,STM91415,Genomics and Bioinformatics stream,Genomics and Bioinformatics st,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91416,1,18cp Microfluidics and 3D Bioprinting stream,Active,STM,Stream,18,0,0,0,D,Engineering and Information Technology,STM91416,Microfluidics and 3D Bioprinting stream,Microfluidics and 3D Bioprinti,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91417,1,18cp Bio-Instrumentation stream,Active,STM,Stream,18,0,0,0,D,Engineering and Information Technology,STM91417,Bio-Instrumentation stream,Bio-Instrumentation stream,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91418,1,12cp Genomics and Bioinformatics stream,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91418,Genomics and Bioinformatics stream,Genomics and Bioinformatics st,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91419,1,12cp Microfluidics and 3D Bioprinting stream,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91419,Microfluidics and 3D Bioprinting stream,Microfluidics and 3D Bioprinti,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91420,1,12cp Bio-Instrumentation stream,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91420,Bio-Instrumentation stream,Bio-Instrumentation stream,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91421,1,6cp Genomics and Bioinformatics stream,Active,STM,Stream,6,0,0,0,D,Engineering and Information Technology,STM91421,Genomics and Bioinformatics stream,Genomics and Bioinformatics st,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
