StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,FOE,Study area,,,,,
65318,2,Forensic Genotyping Technologies,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65318,Forensic Genotyping Technologies,Forensic Genotyping Technolog,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65319,2,Biological Criminalistics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65319,Biological Criminalistics,Biological Criminalistics,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65321,2,Homicide and Human Remains Investigation,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65321,Homicide and Human Remains Investigation,Homicide and Human Remains Inv,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65322,1,Major Scene Investigation,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65322,Major Scene Investigation,Major Scene Investigation,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65323,1,Advanced Imaging and Specialist Recovery,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65323,Advanced Imaging and Specialist Recovery,Advanced Imaging and Specialis,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65325,1,Digital Trace and Identity,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65325,Digital Trace and Identity,Digital Trace and Identity,19903,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65326,1,Digital and Cyber Crime,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65326,Digital and Cyber Crime,Digital and Cyber Crime,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65327,1,Web Monitoring and Investigations,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65327,Web Monitoring and Investigations,Web Monitoring and Investigati,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65342,2,Crime Scene Investigation,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65342,Crime Scene Investigation,Crime Scene Investigation,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65409,6,Analytical Chemistry 2,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65409,Analytical Chemistry 2,Analytical Chemistry 2,10599,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
65411,3,Inorganic Chemistry 1,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65411,Inorganic Chemistry 1,Inorganic Chemistry 1,10503,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Inorganic Chemistry,Science,,,,,
65508,3,Organic Chemistry 2,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65508,Organic Chemistry 2,Organic Chemistry 2,10501,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Organic Chemistry,Science,,,,,
65509,4,Inorganic Chemistry 2,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65509,Inorganic Chemistry 2,Inorganic Chemistry 2,10503,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Inorganic Chemistry,Science,,,,,
65544,2,Chemical Criminalistics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65544,Chemical Criminalistics,Chemical Criminalistics,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65545,2,Forensic Toxicology,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65545,Forensic Toxicology,Forensic Toxicology,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65621,3,Environmental Chemistry,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65621,Environmental Chemistry,Environmental Chemistry,10503,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Inorganic Chemistry,Science,,,,,
65861,2,Honours (Chemistry) 1,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,65861,Honours (Chemistry) 1,Honours (Chemistry) 1,10599,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
65862,2,Honours (Chemistry) 2,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,65862,Honours (Chemistry) 2,Honours (Chemistry) 2,10599,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
66063,1,Analytical Separation Science,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,66063,Analytical Separation Science,Analytical Separation Science,10500,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Chemical Sciences,Science,,,,,
66064,1,Analytical Spectroscopy,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,66064,Analytical Spectroscopy,Analytical Spectroscopy,10500,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Chemical Sciences,Science,,,,,
66065,1,Analytical Technologies Research Project,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,66065,Analytical Technologies Research Project,Analytical Technologies Resear,10500,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Chemical Sciences,Science,,,,,
66066,1,Chemical Pathology,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,66066,Chemical Pathology,Chemical Pathology,60113,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,10,10100,Pathology,Science,,,,,
66067,1,Environments and Analytical Chemistry,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,66067,Environments and Analytical Chemistry,Environments and Analytical Ch,10500,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Chemical Sciences,Science,,,,,
68027,1,Data Literacy: Telling Data Stories,Active,SJ,Subject,2,0,0,0,NP,Mathematical and Physical Sciences,68027,Data Literacy: Telling Data Stories,Data Literacy: Telling Data St,10100,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,4,10100,Mathematical Sciences,Science,,,,,
68028,1,Data Literacy: Data Informed Decision Making,Active,SJ,Subject,2,0,0,0,NP,Mathematical and Physical Sciences,68028,Data Literacy: Data Informed Decision Making,Data Literacy: Data Informed D,10100,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,4,10100,Mathematical Sciences,Science,,,,,
68029,2,Data Literacy: Using Data to Understand People and Customers,Active,SJ,Subject,2,0,0,0,NP,Mathematical and Physical Sciences,68029,Data Literacy: Using Data to Understand People and Customers,Data Literacy: Using Data to U,10100,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,4,10100,Mathematical Sciences,Science,,,,,
68030,1,Data Literacy: Data and Disagreements,Active,SJ,Subject,2,0,0,0,NP,Mathematical and Physical Sciences,68030,Data Literacy: Data and Disagreements,Data Literacy: Data and Disagr,10100,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,4,10100,Mathematical Sciences,Science,,,,,
68037,3,Physical Modelling,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68037,Physical Modelling,Physical Modelling,10301,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68038,2,Advanced Mathematics and Physics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68038,Advanced Mathematics and Physics,Advanced Mathematics Physics,10301,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68075,2,Advanced Materials,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68075,Advanced Materials,Advanced Materials,19909,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Laboratory Technology,Science,,,,,
68101,6,Physics 1,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68101,Physics 1,Physics 1,10301,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68104,1,Mathematics for Secondary Education - Discrete Mathematics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68104,Mathematics for Secondary Education - Discrete Mathematics,Mathematics for Secondary Educ,10101,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
68105,2,Algebra,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68105,Algebra,Algebra,10101,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
68106,2,Calculus 1,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68106,Calculus 1,Calculus 1,10101,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
68107,2,Calculus 2,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68107,Calculus 2,Calculus 2,10101,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
68108,2,Calculus 3,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68108,Calculus 3,Calculus 3,10101,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
68109,1,Advanced Communication Skills in Science,Active,SJ,Subject,6,0,0,0,N,Science,68109,Advanced Communication Skills in Science,Advanced Comm Skills Science,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
68201,5,Physics 2,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68201,Physics 2,Physics 2,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68206,2,Optics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68206,Optics,Optics,10301,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68316,2,Electronics for Quantum Technologies,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68316,Electronics for Quantum Technologies,Electronics for Quantum Techno,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68320,3,Nanofabrication and Nanocharacterization Techniques,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68320,Nanofabrication and Nanocharacterization Techniques,Nanofabrication and Nanocharac,19909,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,8S,10100,Laboratory Technology,Science,,,,,
68412,4,Physics of Energy,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68412,Physics of Energy,Physics of Energy,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68413,2,Quantum Physics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68413,Quantum Physics,Quantum Physics,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68414,2,Advanced Mechanics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68414,Advanced Mechanics,Advanced Mechanics,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68416,1,Computational Physics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68416,Computational Physics,Computational Physics,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68492,1,Principles of Pharmaceutical Science,Draft,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68492,Principles of Pharmaceutical Science,Principles of Pharmaceutical S,10500,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Chemical Sciences,Science,,,,,
68493,1,Advanced Pharmaceutical Science,Draft,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68493,Advanced Pharmaceutical Science,Advanced Pharmaceutical Scienc,19907,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Pharmacology,Science,,,,,
68494,1,Cosmetics and Nutraceuticals,Draft,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68494,Cosmetics and Nutraceuticals,Cosmetics and Nutraceuticals,19907,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Pharmacology,Science,,,,,
68513,3,Nanoscale and Quantum Photonics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68513,Nanoscale and Quantum Photonics,Nanoscale and Quantum Photonic,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68606,2,Solid-state Science and Quantum Devices,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,68606,Solid-state Science and Quantum Devices,Solid-state Science and Quantu,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68723,2,Research Dissertation 1 (Science),Active,SJ,Subject,24,0,0,0,N,Science,68723,Research Dissertation 1,Research Dissertation 1 (Sci),19999,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
68724,2,Research Dissertation 2 (Science),Active,SJ,Subject,24,0,0,0,N,Science,68724,Research Dissertation 2,Research Dissertation 2 (Sci),19999,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
68725,1,Research Dissertation 3 (Science),Active,SJ,Subject,24,0,0,0,N,Science,68725,Research Dissertation 3,Research Dissertation 3 (Sci),19999,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
68726,1,Research Dissertation 4 (Science),Active,SJ,Subject,24,0,0,0,N,Science,68726,Research Dissertation 4,Research Dissertation 4 (Sci),19999,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
68746,1,Advanced Quantum Science,Active,SJ,Subject,6,0,0,0,NM,Mathematical Sciences,68746,Advanced Quantum Science,Advanced Quantum Science,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68998,2,Honours (Physics) 1,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,68998,Honours (Physics) 1,Honours (Physics) 1,10301,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
68999,2,Honours (Physics) 2,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,68999,Honours (Physics) 2,Honours (Physics) 2,10301,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
69337,2,Special Reading Subject,Active,SJ,Subject,3,0,0,0,N,Science,69337,Special Reading Subject,Special Reading Subject,61301,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,6,10100,Occupational Health and Safety,Science,,,,,
69360,1,Precision Medicine,Active,SJ,Subject,6,0,0,0,NL,Life Sciences,69360,Precision Medicine,Precision Medicine,60199,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,9,10100,"Medical Studies, n.e.c.",Science,,,,,
69361,1,Public Engagement with Health Data,Active,SJ,Subject,6,0,0,0,NL,Life Sciences,69361,Public Engagement with Health Data,Public Engagement with Health,60199,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,9,10100,"Medical Studies, n.e.c.",Science,,,,,
69362,1,Innovations in Medical Technology,Active,SJ,Subject,6,0,0,0,NL,Life Sciences,69362,Innovations in Medical Technology,Innovations in Medical Technol,60199,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,9,10100,"Medical Studies, n.e.c.",Science,,,,,
69363,1,Shaping Policies for the Future,Active,SJ,Subject,6,0,0,0,NL,Life Sciences,69363,Shaping Policies for the Future,Shaping Policies for the Futur,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
69364,1,Communicating Science and Vision,Active,SJ,Subject,6,0,0,0,NL,Life Sciences,69364,Communicating Science and Vision,Communicating Science and Visi,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
69365,1,High Performance Science Leadership,Active,SJ,Subject,6,0,0,0,NL,Life Sciences,69365,High Performance Science Leadership,High Performance Science Leade,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
69366,1,Leadership in Action,Active,SJ,Subject,6,0,0,0,NL,Life Sciences,69366,Leadership in Action,Leadership in Action,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
69367,1,Science and Big Data,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,69367,Science and Big Data,Science and Big Data,10101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
69368,1,Clean Energy Technology,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,69368,Clean Energy Technology,Clean Energy Technology,10700,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Earth Sciences,Science,,,,,
69369,1,Sustainability Practices in Industry,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,69369,Sustainability Practices in Industry,Sustainability Practices in In,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
69370,1,Innovations in Energy,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,69370,Innovations in Energy,Innovations in Energy,10700,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Earth Sciences,Science,,,,,
69371,1,Science of Climate Change for Leaders,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,69371,Science of Climate Change for Leaders,Science of Climate Change for,10799,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Earth Sciences, n.e.c.",Science,,,,,
69372,1,Sustainable Energy: Sources and Systems,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,69372,Sustainable Energy: Sources and Systems,Sustainable Energy: Sources an,10301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Physics,Science,,,,,
69501,1,Infection and Immune Diagnostics,Active,SJ,Subject,8,0,0,0,NL,Life Sciences,69501,Infection and Immune Diagnostics,Infection and Immune Diagnosti,60113,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,10,10100,Pathology,Science,,,,,
69502,1,Medical Devices and Diagnostics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,69502,Medical Devices and Diagnostics,Medical Devices and Diagnostic,60113,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,10,10100,Pathology,Science,,,,,
