StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code,,,,,,,,,,,
C10169,7,Bachelor of Molecular Biotechnology Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,N,Science,C10169,Bachelor of Molecular Biotechnology Bachelor of Business,B Molecular Biotech BBus,10999,Bachelor,Degree,4,Coursework,Course,80000,,,,,21010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10169,7,Bachelor of Molecular Biotechnology Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,N,Science,C10169,Bachelor of Molecular Biotechnology Bachelor of Business,B Molecular Biotech BBus,10999,Bachelor,Degree,4,Coursework,Course,80000,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10172,9,Bachelor of Molecular Biotechnology,Active,BD,Bachelor's Degree,144,0,0,0,N,Science,C10172,Bachelor of Molecular Biotechnology,B Molecular Biotechnology,10999,Bachelor,Degree,3,Coursework,Course,,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10184,7,Bachelor of Medical Science,Active,BD,Bachelor's Degree,144,0,0,0,N,Science,C10184,Bachelor of Medical Science,BMedSc,10900,Bachelor,Degree,3,Coursework,Course,,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10209,7,Bachelor of Arts in Educational Studies,Active,BD,Bachelor's Degree,144,0,0,0,G,Arts and Social Sciences,C10209,Bachelor of Arts in Educational Studies,BA Educational Studies,70303,Bachelor,Degree,3,Coursework,Course,,,,,,10040,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10214,4,Bachelor of Construction Project Management,Active,BD,Bachelor's Degree,192,0,0,0,A,"Design, Architecture and Building",C10214,Bachelor of Construction Project Management,BConsPM,40303,Bachelor,Degree,4,Coursework,Course,,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10215,5,Bachelor of Construction Project Management Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,288,0,0,0,A,"Design, Architecture and Building",C10215,Bachelor of Construction PM Bachelor of International Studies,BCPM BIS,40303,Bachelor,Degree,6,Coursework,Course,90300,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10215,5,Bachelor of Construction Project Management Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,288,0,0,0,A,"Design, Architecture and Building",C10215,Bachelor of Construction PM Bachelor of International Studies,BCPM BIS,40303,Bachelor,Degree,6,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10219,6,Bachelor of Information Technology Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,D,Engineering and Information Technology,C10219,Bachelor of Information Technology Bachelor of Business,BIT BBus,29900,Bachelor,Degree,4,Coursework,Course,80301,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10219,6,Bachelor of Information Technology Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,D,Engineering and Information Technology,C10219,Bachelor of Information Technology Bachelor of Business,BIT BBus,29900,Bachelor,Degree,4,Coursework,Course,80301,,,,,21010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10223,4,Bachelor of Environmental Biology,Active,BD,Bachelor's Degree,144,0,0,0,N,Science,C10223,Bachelor of Environmental Biology,B Environmental Biology,10999,Bachelor,Pass Degree,3,Coursework,Course,,,,,,10100,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10225,4,Bachelor of Midwifery,Active,BD,Bachelor's Degree,144,0,0,0,J,Health,C10225,Bachelor of Midwifery,Bachelor of Midwifery,60303,Bachelor,Degree,3,Coursework,Course,,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10226,7,Bachelor of Business,Active,BD,Bachelor's Degree,144,0,0,0,B,Business,C10226,Bachelor of Business,Bachelor of Business,80300,Bachelor,Degree,3,Coursework,Course,,,,,,10010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10226,8,Bachelor of Business,Draft,BD,Bachelor's Degree,144,0,0,0,B,Business,C10226,Bachelor of Business,Bachelor of Business,80300,Bachelor,Degree,3,Coursework,Course,,,,,,10010,DR,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10228,7,Bachelor of Marine Biology and Climate Change,Active,BD,Bachelor's Degree,144,0,0,0,N,Science,C10228,Bachelor of Marine Biology and Climate Change,BMarBiolClimChange,10900,Bachelor,Degree,3,Coursework,Course,,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10229,6,Bachelor of Games Development,Active,BD,Bachelor's Degree,144,0,0,0,D,Engineering and Information Technology,C10229,Bachelor of Games Development,BGameDev,20115,Bachelor,Degree,3,Coursework,Course,,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10235,3,Bachelor of Accounting,Active,BD,Bachelor's Degree,150,0,0,0,B,Business,C10235,Bachelor of Accounting,BAcc,80101,Bachelor,Degree,3.5,Coursework,Course,,,,,,10010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10239,3,Bachelor of Information Technology Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,D,Engineering and Information Technology,C10239,Bachelor of Information Technology B International Studies,BIT BIntSt,29900,Bachelor,Degree,5,Coursework,Course,90300,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10239,3,Bachelor of Information Technology Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,D,Engineering and Information Technology,C10239,Bachelor of Information Technology B International Studies,BIT BIntSt,29900,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10242,3,Bachelor of Science,Active,BD,Bachelor's Degree,144,0,0,0,N,Science,C10242,Bachelor of Science,Bachelor of Science,10000,Bachelor,Degree,3,Coursework,Course,,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10243,4,Bachelor of Science Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,N,Science,C10243,Bachelor of Science Bachelor of International Studies,BSc BIS,10000,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10243,4,Bachelor of Science Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,N,Science,C10243,Bachelor of Science Bachelor of International Studies,BSc BIS,10000,Bachelor,Degree,5,Coursework,Course,90300,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10245,4,Bachelor of Information Technology Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10245,Bachelor of Information Technology Bachelor of Laws,BIT LLB,20300,Bachelor,Degree,5,Coursework,Course,90900,,,,,21070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10245,4,Bachelor of Information Technology Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10245,Bachelor of Information Technology Bachelor of Laws,BIT LLB,20300,Bachelor,Degree,5,Coursework,Course,90900,,,,,10080,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10271,4,Bachelor of Design in Interior Architecture,Active,BD,Bachelor's Degree,144,0,0,0,A,"Design, Architecture and Building",C10271,Bachelor of Design in Interior Architecture,BDesign Interior Arch,40107,Bachelor,Pass Degree,3,Coursework,Course,,,,,,10020,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10272,4,Bachelor of Design in Interior Architecture Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10272,BDesign in Interior Architecture Bachelor of International Studies,BDesign IntArch BIS,40107,Bachelor,Pass Degree,5,Coursework,Course,90300,,,,,10020,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10272,4,Bachelor of Design in Interior Architecture Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10272,BDesign in Interior Architecture Bachelor of International Studies,BDesign IntArch BIS,40107,Bachelor,Pass Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10276,2,Bachelor of Music and Sound Design,Active,BD,Bachelor's Degree,144,0,0,0,G,Arts and Social Sciences,C10276,Bachelor of Music and Sound Design,BMusic and Sound Design,100000,Bachelor,Degree,3,Coursework,Course,,,,,,10030,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10277,2,Bachelor of Music and Sound Design Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,G,Arts and Social Sciences,C10277,Bachelor of Music and Sound Design Bachelor of International Studies,BMusic and Sound BIS,100000,Bachelor,Degree,5,Coursework,Course,90300,,,,,10030,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10277,2,Bachelor of Music and Sound Design Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,G,Arts and Social Sciences,C10277,Bachelor of Music and Sound Design Bachelor of International Studies,BMusic and Sound BIS,100000,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10278,3,Bachelor of Information Systems Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,D,Engineering and Information Technology,C10278,Bachelor of Information Systems Bachelor of Business,BIS BBus,20300,Bachelor,Degree,4,Coursework,Course,80300,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10278,3,Bachelor of Information Systems Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,D,Engineering and Information Technology,C10278,Bachelor of Information Systems Bachelor of Business,BIS BBus,20300,Bachelor,Degree,4,Coursework,Course,80300,,,,,21010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10300,2,Bachelor of Sport and Exercise Science,Active,BD,Bachelor's Degree,144,0,0,0,J,Health,C10300,Bachelor of Sport and Exercise Science,B Sport and Exercise Science,69903,Bachelor,Degree,3,Coursework,Course,,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10301,2,Bachelor of Sport and Exercise Management,Active,BD,Bachelor's Degree,144,0,0,0,J,Health,C10301,Bachelor of Sport and Exercise Management,B Sport and Exercise Mgmt,80399,Bachelor,Degree,3,Coursework,Course,,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10302,3,Bachelor of Sport and Exercise Science Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,J,Health,C10302,Bachelor of Sport and Exercise Science Bachelor of International Studies,B Sport Exercise Science BIS,69903,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10302,3,Bachelor of Sport and Exercise Science Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,J,Health,C10302,Bachelor of Sport and Exercise Science Bachelor of International Studies,B Sport Exercise Science BIS,69903,Bachelor,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10303,3,Bachelor of Sport and Exercise Management Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,J,Health,C10303,Bachelor of Sport and Exercise Management Bachelor of International Stud,B Sport Exercise Mgmt BIS,80399,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10303,3,Bachelor of Sport and Exercise Management Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,J,Health,C10303,Bachelor of Sport and Exercise Management Bachelor of International Stud,B Sport Exercise Mgmt BIS,80399,Bachelor,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10304,3,Bachelor of Design in Product Design,Active,BD,Bachelor's Degree,144,0,0,0,A,"Design, Architecture and Building",C10304,Bachelor of Design in Product Design,BDesign Product Design,100599,Bachelor,Degree,3,Coursework,Course,,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10305,4,Bachelor of Design in Product Design Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10305,Bachelor of Design in Product Design Bachelor of International Studies,BDes ProdDes BIS,100599,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10305,4,Bachelor of Design in Product Design Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10305,Bachelor of Design in Product Design Bachelor of International Studies,BDes ProdDes BIS,100599,Bachelor,Degree,5,Coursework,Course,90300,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10306,2,Bachelor of Design in Fashion and Textiles,Active,BD,Bachelor's Degree,144,0,0,0,A,"Design, Architecture and Building",C10306,Bachelor of Design in Fashion and Textiles,BDesign Fashion and Textiles,100505,Bachelor,Degree,3,Coursework,Course,,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10307,3,Bachelor of Design in Fashion and Textiles Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10307,Bachelor of Design in Fashion and Textiles Bachelor of International Studies,BDesign FashText BIS,100505,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10307,3,Bachelor of Design in Fashion and Textiles Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10307,Bachelor of Design in Fashion and Textiles Bachelor of International Studies,BDesign FashText BIS,100505,Bachelor,Degree,5,Coursework,Course,90300,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10308,2,Bachelor of Design in Visual Communication,Active,BD,Bachelor's Degree,144,0,0,0,A,"Design, Architecture and Building",C10308,Bachelor of Design in Visual Communication,BDesign Visual Communication,100799,Bachelor,Degree,3,Coursework,Course,,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10309,3,Bachelor of Design in Visual Communication Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10309,Bachelor of Design in Visual Communication Bachelor of International Studies,BDesign Vis Comm BIS,100799,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10309,3,Bachelor of Design in Visual Communication Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10309,Bachelor of Design in Visual Communication Bachelor of International Studies,BDesign Vis Comm BIS,100799,Bachelor,Degree,5,Coursework,Course,90300,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10310,2,Bachelor of Property Economics,Active,BD,Bachelor's Degree,144,0,0,0,A,"Design, Architecture and Building",C10310,Bachelor of Property Economics,Bachelor of Property Economics,80503,Bachelor,Pass Degree,3,Coursework,Course,,,,,,10020,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10320,3,Bachelor of Property Economics Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10320,Bachelor of Property Economics Bachelor of International Studies,BPropertyEconomics BIS,80503,Bachelor,Pass Degree,5,Coursework,Course,90300,,,,,10020,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10320,3,Bachelor of Property Economics Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10320,Bachelor of Property Economics Bachelor of International Studies,BPropertyEconomics BIS,80503,Bachelor,Pass Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10321,3,Bachelor of Design in Fashion and Textiles Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10321,B Design in Fashion and Textiles B Creative Intelligence and Innovation,BDesFashText BCrIntelInnov,100505,Bachelor/Bachelor,Degree,5,Coursework,Course,100799,,,,,21020,AC,CR,BACHELORB,DEG,,$CWK,,,,,,,,,,,
C10321,3,Bachelor of Design in Fashion and Textiles Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10321,B Design in Fashion and Textiles B Creative Intelligence and Innovation,BDesFashText BCrIntelInnov,100505,Bachelor,Degree,5,Coursework,Course,100799,,,,,10035,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10321,3,Bachelor of Design in Fashion and Textiles Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10321,B Design in Fashion and Textiles B Creative Intelligence and Innovation,BDesFashText BCrIntelInnov,100505,Bachelor/Bachelor,Degree,5,Coursework,Course,100799,,,,,10035,AC,CR,BACHELORB,DEG,,$CWK,,,,,,,,,,,
C10321,3,Bachelor of Design in Fashion and Textiles Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10321,B Design in Fashion and Textiles B Creative Intelligence and Innovation,BDesFashText BCrIntelInnov,100505,Bachelor,Degree,5,Coursework,Course,100799,,,,,21020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10322,3,Bachelor of Design in Interior Architecture Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10322,B Design in Interior Architecture B Creative Intelligence and Innovation,BDesIntArch BCrIntelInnov,40107,Bachelor,Pass Degree,5,Coursework,Course,100799,,,,,10035,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10322,3,Bachelor of Design in Interior Architecture Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10322,B Design in Interior Architecture B Creative Intelligence and Innovation,BDesIntArch BCrIntelInnov,40107,Bachelor,Pass Degree,5,Coursework,Course,100799,,,,,21020,AC,CR,BACHELOR,PDEG,,$CWK,,,,,,,,,,,
C10322,3,Bachelor of Design in Interior Architecture Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10322,B Design in Interior Architecture B Creative Intelligence and Innovation,BDesIntArch BCrIntelInnov,40107,Bachelor/Bachelor,Pass Degree,5,Coursework,Course,100799,,,,,21020,AC,CR,BACHELORB,PDEG,,$CWK,,,,,,,,,,,
C10322,3,Bachelor of Design in Interior Architecture Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10322,B Design in Interior Architecture B Creative Intelligence and Innovation,BDesIntArch BCrIntelInnov,40107,Bachelor/Bachelor,Pass Degree,5,Coursework,Course,100799,,,,,10035,AC,CR,BACHELORB,PDEG,,$CWK,,,,,,,,,,,
C10323,3,Bachelor of Design in Product Design Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10323,B Design in Product Design B Creative Intelligence and Innovation,BDesProd BCrIntelInnov,100599,Bachelor/Bachelor,Degree,5,Coursework,Course,100799,,,,,10035,AC,CR,BACHELORB,DEG,,$CWK,,,,,,,,,,,
C10323,3,Bachelor of Design in Product Design Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10323,B Design in Product Design B Creative Intelligence and Innovation,BDesProd BCrIntelInnov,100599,Bachelor,Degree,5,Coursework,Course,100799,,,,,21020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10323,3,Bachelor of Design in Product Design Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10323,B Design in Product Design B Creative Intelligence and Innovation,BDesProd BCrIntelInnov,100599,Bachelor/Bachelor,Degree,5,Coursework,Course,100799,,,,,21020,AC,CR,BACHELORB,DEG,,$CWK,,,,,,,,,,,
C10323,3,Bachelor of Design in Product Design Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240,0,0,0,A,"Design, Architecture and Building",C10323,B Design in Product Design B Creative Intelligence and Innovation,BDesProd BCrIntelInnov,100599,Bachelor,Degree,5,Coursework,Course,100799,,,,,10035,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
